source,config,llm,prompt,model_class,protocol,question,human_logic
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,1,1.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen8,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,5,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen9,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,1,4.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen10,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,7,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen11,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,5,5.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen12,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,5,5.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,7,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen13,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,5,4.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen14,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,3,1.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,5,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen15,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen1,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,1,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen2,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen3,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen4,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,4,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,5,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,6,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,7,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,8,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen5,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,4,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,5,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,7,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,8,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen6,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,4,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,5,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,6,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,7,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,2,2.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,4,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,5,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,7,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,8,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,1,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,1,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,4,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,5,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,7,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,8,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,1,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,1,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,2,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,4,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,5,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,6,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,7,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,8,3.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,1,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,7,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,1,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,2,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,3,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,5,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,6,5.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,7,4.0
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,8,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,1,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,2,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,3,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,5,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,6,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,7,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,8,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,2,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,3,4.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,5,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,7,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,6,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,3,4.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,3,4.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,4,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,6,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,7,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,5,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,6,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,5,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,5,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,6,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,7,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,8,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,1,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,2,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,3,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,4,5.0
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,5,
