source,config,llm,prompt,model_class,protocol,question,reasoning_concordance
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,4,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,5,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,6,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA1,9,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,3,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,5,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,6,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA2,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,1,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,8,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA3,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,5,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,6,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA4,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,3,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,5,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA5,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,1,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,4,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,5,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,7,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA6,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,3,Partly agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,5,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA7,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,3,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA8,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,3,Partly agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,5,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA9,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,1,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,5,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,6,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA10,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,1,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,2,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,3,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA11,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,4,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA12,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,6,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA13,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,1,Agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,5,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,6,Partly agree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA14,9,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,1,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,2,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,3,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,4,
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,5,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,6,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,7,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,8,Disagree
HMA-EMA,BioLlama-LTM,BioLlama,LTM,Biomedical,HMA15,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,4,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA1,9,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,6,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA2,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,8,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA3,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,6,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA4,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA5,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,2,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,4,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,7,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA6,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,8,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA7,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,6,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA8,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,2,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA9,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,2,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,5,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA10,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,1,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,6,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA11,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,4,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA12,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA13,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,1,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,2,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,5,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,6,Agree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA14,9,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,1,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,2,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,3,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,4,
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,5,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,6,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,7,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,8,Disagree
HMA-EMA,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,HMA15,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,1,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,2,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,3,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,4,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,5,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,6,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,7,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,8,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,9,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,1,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,2,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,3,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,4,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,5,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,6,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,7,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,8,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,1,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,2,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,3,Disagree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,4,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,5,Agree
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,6,Agree
